FT%,3FG%,OREB%,DREB%,AST%,PPP,opp_PPP,eFG%,opp_eFG%,TOV%,FTr,3PAr,STL%,BLK%,Pace,opp_Pace,ORtg,DRtg,NetRtg
0.698879552,0.335987261,0.295546559,0.69,0.517114914,1.012887766,0.995847069,0.475785677,0.487131367,0.173132137,0.367851623,0.323544565,0.116453312,0.089008043,64.3375,64.88055556,101.2887766,99.58470694,1.704069694
0.747368421,0.382407985,0.310058188,0.67,0.593189964,1.063731845,0.986397617,0.510175167,0.505967604,0.193020979,0.367078825,0.412931479,0.134595341,0.053140097,66.54753521,66.55316901,106.3731845,98.63976171,7.733422769
0.642076503,0.318925234,0.317169718,0.68,0.435087719,0.993627597,1.026084376,0.483885962,0.530401924,0.193378412,0.340254106,0.265261853,0.125421782,0.045345242,63.15655738,63.52336066,99.36275973,102.6084376,-3.245677852
0.660181582,0.371621622,0.355808286,0.69,0.619877049,1.062950371,0.927114223,0.524384355,0.454857704,0.2073566,0.372283921,0.285852245,0.127344316,0.113346418,70.06180556,70.02013889,106.2950371,92.71142231,13.58361481
0.67827681,0.304304304,0.300680272,0.65,0.502545455,0.957059703,1.076446412,0.452444444,0.504858934,0.185155989,0.323259259,0.296,0.101928549,0.071473354,62.92420635,62.75793651,95.70597027,107.6446412,-11.93867089
0.629126214,0.338028169,0.289055605,0.67,0.512437811,0.92401361,1.046613739,0.465606936,0.50984252,0.213454307,0.297687861,0.348843931,0.104422421,0.041187159,68.65983607,68.60532787,92.40136095,104.6613739,-12.26001291
0.666978485,0.351498638,0.301515152,0.7,0.605471562,0.99263459,1.053735926,0.499211356,0.539876302,0.211427584,0.337223975,0.347318612,0.10593654,0.043619792,61.04335937,61.0625,99.26345899,105.3735926,-6.110133639
0.732707088,0.377730796,0.298033283,0.66,0.568091168,1.116010218,0.952495739,0.566032457,0.478401411,0.19457356,0.327644096,0.397034135,0.141187004,0.049955921,68.65976563,68.06132813,111.6010218,95.24957386,16.35144794
0.675203725,0.334751773,0.389556853,0.65,0.560412574,1.071163651,0.89754222,0.490183387,0.426625458,0.189293997,0.370658037,0.30420712,0.13759047,0.114239927,65.74135802,65.50123457,107.1163651,89.75422195,17.36214315
0.630845771,0.34248927,0.308609959,0.73,0.571070234,0.955269672,0.995449851,0.476930964,0.491192412,0.216713733,0.343472317,0.398154477,0.101331547,0.068766938,65.18863636,65.13272727,95.52696719,99.54498507,-4.018017872
0.648192771,0.345238095,0.358974359,0.7,0.606415793,1.036197122,1.004165523,0.498224529,0.494533947,0.199796482,0.340071019,0.321223709,0.103290938,0.072209436,67.17773438,66.86210938,103.6197122,100.4165523,3.203159911
0.706255666,0.352337514,0.351916376,0.67,0.494557823,1.018476962,0.980179817,0.492870146,0.473034735,0.212899107,0.334648058,0.266080097,0.099730526,0.058196222,62.7765873,63.02698413,101.8476962,98.01798172,3.829714511
0.732565579,0.359384615,0.332432432,0.66,0.574024586,1.083489704,0.99390382,0.509180791,0.474381188,0.182198963,0.367937853,0.382532957,0.113453944,0.082920792,68.23547297,68.60743243,108.3489704,99.39038202,8.958588407
0.670846395,0.355263158,0.3412527,0.71,0.479196557,1.027269625,0.973071419,0.500654879,0.464749536,0.205243957,0.417812705,0.248853962,0.08169637,0.05318491,63.50166667,64.05833333,102.7269625,97.30714193,5.419820619
0.75297619,0.371382637,0.313875598,0.64,0.58984375,1.056619561,1.043796381,0.509809579,0.522246941,0.198493864,0.387766878,0.358915176,0.119939336,0.046162403,65.18787879,65.43712121,105.6619561,104.3796381,1.282318019
0.756914119,0.34580292,0.360506329,0.68,0.539757412,1.05821765,1.020112611,0.508662614,0.48940865,0.220713278,0.417629179,0.333130699,0.101915115,0.078258311,69.09416667,69.33875,105.821765,102.0112611,3.810503843
0.7808418,0.367055772,0.32780083,0.67,0.54707113,1.111303128,1.055629004,0.521130104,0.515602496,0.171188663,0.327160494,0.366096866,0.090308146,0.048487758,72.33161765,72.30147059,111.1303128,105.5629004,5.567412358
0.667365479,0.307001795,0.305543237,0.66,0.531832797,0.999155468,1.058810948,0.488813367,0.520943135,0.201554166,0.40526763,0.315491362,0.09658301,0.039944521,67.85730769,68.335,99.91554676,105.8810948,-5.965548069
0.723325975,0.357407407,0.369414101,0.73,0.605463787,1.08411686,1.008771405,0.521238938,0.477927063,0.21000714,0.400884956,0.318584071,0.077063913,0.071017274,63.12916667,63.30833333,108.411686,100.8771405,7.534545499
0.723642173,0.322016461,0.322623829,0.72,0.527272727,0.944168233,1.040472135,0.448331382,0.48379484,0.217903276,0.366510539,0.284543326,0.070772257,0.09408433,70.06166667,69.47166667,94.41682327,104.0472135,-9.630390218
0.715418502,0.390510949,0.288176161,0.72,0.598784195,1.05296801,0.887698178,0.52,0.434596751,0.183630183,0.317482517,0.306573427,0.096030062,0.089484184,61.45892857,61.58785714,105.296801,88.7698178,16.5269832
0.716966967,0.387705417,0.348406546,0.67,0.502870264,1.092153108,1.042607701,0.528197898,0.503958121,0.198592852,0.34145091,0.421174058,0.086149946,0.057201226,67.35797101,67.45905797,109.2153108,104.2607701,4.954540713
0.738271605,0.392826644,0.271384929,0.66,0.569489334,1.096541742,0.984510823,0.530606151,0.47266743,0.16407477,0.362794864,0.349656614,0.105149105,0.057240985,66.54303279,66.57213115,109.6541742,98.45108227,11.20309196
0.659658344,0.303004292,0.342680412,0.66,0.510006456,0.959106126,0.955198147,0.459520639,0.4281639,0.214856995,0.405326232,0.310252996,0.094830141,0.085321577,68.30808824,68.23345588,95.9106126,95.51981465,0.390797951
0.641025641,0.289156627,0.315789474,0.62,0.449814126,0.870692596,1.048277364,0.411328388,0.520604396,0.215626066,0.394470668,0.335805799,0.102868339,0.043956044,70.45673077,70.66538462,87.06925964,104.8277364,-17.75847671
0.67223382,0.338308458,0.323717949,0.67,0.53414505,1.036007204,0.954250758,0.518274854,0.466899374,0.210376942,0.350146199,0.342836257,0.126204806,0.065238325,69.98020833,70.21215278,103.6007204,95.42507579,8.175644655
0.702880658,0.378634212,0.326272912,0.71,0.51290631,1.158736319,0.970496655,0.545036765,0.477182308,0.145514761,0.279181985,0.33984375,0.091870395,0.047975661,64.415,64.874,115.8736319,97.04966551,18.82396641
0.727114716,0.349881797,0.358227329,0.72,0.514175258,1.06170629,1.014346265,0.476241611,0.515515795,0.188335157,0.463355705,0.340671141,0.102529164,0.035784177,65.56304348,64.8807971,106.170629,101.4346265,4.736002511
0.723404255,0.347202296,0.295081967,0.69,0.562571757,1.062382587,0.988198338,0.518286311,0.483501863,0.186132884,0.343782654,0.36415883,0.104273467,0.076636509,70.16818182,69.45606061,106.2382587,98.81983377,7.418424956
0.713068182,0.34241789,0.265315315,0.7,0.546734955,1.015439706,0.971017853,0.496428571,0.465575621,0.173929219,0.29010989,0.393131868,0.095525157,0.061512415,67.196875,67.390625,101.5439706,97.1017853,4.442185308
0.670837344,0.329205366,0.342882722,0.63,0.514992504,0.917439189,0.966597877,0.443175074,0.462213627,0.228612697,0.308308605,0.287537092,0.127528638,0.09610235,60.84128788,61.30530303,91.74391891,96.6597877,-4.915868785
0.742998353,0.340463458,0.284536082,0.64,0.563961486,1.035918599,0.974217014,0.500304136,0.452652596,0.181384602,0.369221411,0.341240876,0.111225592,0.077581289,67.44416667,67.13083333,103.5918599,97.4217014,6.17015853
0.717573222,0.307692308,0.307899461,0.69,0.507915567,0.964587169,0.99105233,0.466555184,0.481783737,0.197508429,0.266443701,0.286231884,0.112794866,0.078694258,65.3453125,64.83007813,96.45871691,99.10523303,-2.646516119
0.705679862,0.310091743,0.29787234,0.65,0.527272727,0.919040703,1.02057464,0.444166667,0.529236277,0.210432416,0.322777778,0.302777778,0.12371975,0.027446301,70.51532258,71.18064516,91.90407027,102.057464,-10.15339371
0.703627652,0.327953045,0.335108562,0.73,0.642732049,1.025298,0.91681884,0.490874525,0.440278123,0.201297039,0.370342205,0.345500634,0.103477951,0.09957785,69.33297101,69.04782609,102.5298,91.68188401,10.847916
0.716227018,0.333052277,0.295571096,0.7,0.462297393,1.025017222,1.073993829,0.480243613,0.5504,0.174270305,0.371657754,0.352346999,0.114476568,0.03104,68.275,68.25466102,102.5017222,107.3993829,-4.897660697
0.691860465,0.349705305,0.320792079,0.7,0.588617886,0.960832313,0.95821727,0.465916612,0.445757576,0.227968176,0.455327598,0.336863005,0.08913649,0.078181818,63.2516129,63.69354839,96.08323133,95.82172702,0.261504315
0.670785525,0.342885375,0.296639065,0.65,0.448186528,0.947628506,0.979011323,0.441771732,0.454954955,0.185206974,0.375912409,0.335766423,0.110742889,0.069300069,62.27887931,62.43103448,94.76285064,97.90113228,-3.138281647
0.656716418,0.279069767,0.381904762,0.69,0.550546448,0.966808511,0.960981511,0.46626506,0.473715651,0.232948328,0.403614458,0.181325301,0.113890484,0.08781362,68.54166667,68.19416667,96.68085106,96.09815111,0.582699951
0.680124224,0.314510365,0.308208366,0.67,0.495530013,0.979195851,1.049500596,0.454800102,0.509476031,0.165321787,0.245989305,0.356251592,0.085645174,0.046265329,63.5125,63.53161765,97.91958507,104.9500596,-7.03047453
0.741157556,0.330595483,0.327132486,0.67,0.531587057,0.943512126,1.090401711,0.437612478,0.528633005,0.212781641,0.373125375,0.292141572,0.093100906,0.044027094,70.17068966,70.74267241,94.35121256,109.0401711,-14.68895853
0.709338281,0.34519573,0.309378806,0.71,0.516339869,1.058432998,1.092802489,0.494224846,0.569954436,0.173652473,0.415041068,0.360626283,0.115143241,0.020369874,69.44227941,69.47867647,105.8432998,109.2802489,-3.436949092
0.729801325,0.296370968,0.383838384,0.67,0.573634204,1.0560266,0.976490251,0.496475054,0.461758585,0.208811305,0.409436009,0.268980477,0.102061281,0.063995838,64.44642857,64.10714286,105.60266,97.64902507,7.953634947
0.72706422,0.37037037,0.259183673,0.69,0.552097429,1.030327578,0.974075006,0.521554341,0.474185618,0.189863804,0.26472374,0.393442623,0.11225774,0.032575292,65.83666667,66.21666667,103.0327578,97.40750063,5.625257206
0.652998776,0.266435986,0.363790905,0.69,0.488544892,0.980904,0.97989595,0.470756257,0.466898955,0.220963357,0.444504897,0.235854189,0.109915174,0.057625302,68.89776119,68.70970149,98.09040001,97.98959499,0.100805022
0.69541779,0.336976321,0.309334657,0.7,0.524653313,0.976074432,1.014007945,0.472744661,0.511858407,0.205915168,0.354797577,0.350015939,0.103752875,0.03539823,68.42276786,68.32857143,97.60744322,101.4007945,-3.79335126
0.762060507,0.377483444,0.256857855,0.63,0.553308824,1.084042657,1.068568597,0.539879931,0.536661912,0.179561111,0.349628359,0.388507719,0.11084354,0.02853067,70.06330645,69.99112903,108.4042657,106.8568597,1.547405987
0.674081238,0.342942346,0.293799079,0.65,0.4444,0.986863185,1.020436652,0.48491563,0.486017023,0.196982572,0.352479973,0.342935061,0.099530962,0.063053674,71.783,71.636,98.68631849,102.0436652,-3.357346709
0.668847097,0.381962865,0.294669299,0.65,0.579264214,0.996726553,1.084629723,0.519902765,0.516081479,0.2301404,0.371619569,0.34366454,0.086986085,0.083355669,70.89875,71.08416667,99.67265525,108.4629723,-8.790317044
0.733333333,0.331759946,0.307837583,0.67,0.593258427,1.021445888,1.094872306,0.483634139,0.547655068,0.196929197,0.394616091,0.453655552,0.101256983,0.038124054,65.93032787,65.73114754,102.1445888,109.4872306,-7.342641848
0.710485133,0.337942956,0.298362107,0.67,0.489946381,0.996266617,1.013581952,0.475352113,0.487730907,0.189809376,0.36,0.325915493,0.113029466,0.063413289,67.17265625,67.875,99.6266617,101.3581952,-1.731533507
0.727606461,0.308283518,0.290214797,0.68,0.49636099,1.002457243,1.065636033,0.474222087,0.517113095,0.188999866,0.415497254,0.357230018,0.080700539,0.058333333,67.04836066,67.44221311,100.2457243,106.5636033,-6.317879052
0.767482517,0.345803842,0.288389513,0.66,0.550074738,1.03799222,1.008285279,0.491530945,0.484785394,0.180902648,0.372638436,0.322149837,0.102604892,0.060538117,67.025,67.35267857,103.799222,100.8285279,2.970694167
0.623477298,0.329598506,0.259758364,0.66,0.583333333,0.904120149,1.008081695,0.446516646,0.494498382,0.186311464,0.278360049,0.330147965,0.096482201,0.044660194,60.74484127,60.54246032,90.41201487,100.8081695,-10.39615466
0.682326622,0.360908354,0.226095148,0.66,0.522572665,0.982442477,1.151881628,0.510972222,0.552701624,0.188059052,0.248333333,0.3425,0.080395795,0.038594623,67.16384615,67.16769231,98.24424771,115.1881628,-16.9439151
0.706540448,0.339558574,0.347526882,0.65,0.451917033,1.025635053,1.047839723,0.480160858,0.496154984,0.190777903,0.31152815,0.315817694,0.111641623,0.056196392,67.07734375,66.759375,102.5635053,104.7839723,-2.220467007
0.677891654,0.345,0.308250227,0.68,0.459893048,0.965918593,0.959603846,0.491344489,0.454695222,0.234121543,0.394114253,0.346220427,0.100823091,0.081274025,65.95367647,65.92794118,96.59185926,95.96038456,0.631474704
0.776740238,0.370604148,0.245780591,0.68,0.515108925,1.038443828,1.100862467,0.508747266,0.526447661,0.179960424,0.368009997,0.346454233,0.089367066,0.045378619,66.95916667,66.76583333,103.8443828,110.0862467,-6.241863937
0.680055402,0.344969199,0.276937618,0.69,0.490934449,0.974871329,1.015077016,0.484866828,0.50779896,0.207270779,0.437046005,0.294794189,0.102533032,0.075678798,69.25645161,69.21451613,97.48713291,101.5077016,-4.020568719
0.617575264,0.254089422,0.388845247,0.67,0.445429741,0.908801408,0.953945283,0.417766631,0.459295612,0.216778318,0.324445618,0.242080253,0.107197815,0.057736721,68.53611111,68.85357143,90.88014081,95.3945283,-4.514387488
0.677102517,0.326277372,0.347001934,0.69,0.469754768,1.086871652,0.931903019,0.495546461,0.461509049,0.160740405,0.392152143,0.3298026,0.116435523,0.089982157,71.68320896,71.27126866,108.6871652,93.19030193,15.49686331
0.652252252,0.276209677,0.334085779,0.7,0.453068592,0.849758741,1.008197757,0.398527529,0.504150126,0.230286205,0.3553137,0.317541613,0.112228819,0.036809816,63.0375,62.66958333,84.97587415,100.8197757,-15.84390153
0.709382151,0.363070539,0.280874317,0.74,0.565074135,0.973318248,1.055191554,0.4779766,0.515191546,0.195923979,0.300757054,0.33172746,0.05550628,0.046895641,60.19224138,60.26034483,97.33182476,105.5191554,-8.187330632
0.681538462,0.302876481,0.329225352,0.67,0.55875,1.046262507,0.957670405,0.483686786,0.489493201,0.164802825,0.353452964,0.32137031,0.131039746,0.09394314,70.79166667,70.97083333,104.6262507,95.76704045,8.859210285
0.66046832,0.326383896,0.342182891,0.72,0.630952381,0.953230069,0.933468619,0.439363315,0.458789625,0.200872237,0.366851945,0.351440121,0.100497657,0.044668588,65.55915493,65.58908451,95.32300685,93.34686186,1.976144989
0.679465776,0.35261194,0.303680982,0.69,0.643147897,1.023979421,0.88640212,0.511063307,0.42995755,0.201333152,0.368162262,0.329440688,0.117794302,0.074590661,63.17265625,63.6703125,102.3979421,88.64021203,13.75773012
0.682282794,0.327358491,0.275074479,0.66,0.546852123,0.951995387,1.048013378,0.483359498,0.538040075,0.217633997,0.368602826,0.332810047,0.126867375,0.046963056,65.73629032,65.34637097,95.19953872,104.8013378,-9.601799061
0.678961749,0.339009288,0.368839428,0.72,0.558823529,1.043194784,0.952315716,0.515772128,0.435971543,0.220825086,0.344632768,0.304143126,0.076326167,0.073810582,67.80789474,67.23223684,104.3194784,95.23157163,9.087906769
0.672025723,0.336976321,0.329556185,0.66,0.502276176,0.929163946,1.05665842,0.46076027,0.487379162,0.237006941,0.381361128,0.336603311,0.086888312,0.04726101,64.6078125,64.73828125,92.91639459,105.665842,-12.74944744
0.706521739,0.3140965,0.35513025,0.66,0.517017828,0.969821748,1.032291147,0.476676881,0.503811504,0.243268137,0.375893769,0.359891045,0.092298973,0.067221067,65.91785714,66.16696429,96.98217478,103.2291147,-6.246939874
0.714409722,0.357798165,0.294527363,0.68,0.484429066,1.043798196,1.038545731,0.501966122,0.510172144,0.178166423,0.34845735,0.362673926,0.119539355,0.078247261,65.05245902,64.59221311,104.3798196,103.8545731,0.525246424
0.694045175,0.3125,0.303113553,0.66,0.542503864,0.957272142,1.008434129,0.445645646,0.472842486,0.177583965,0.292492492,0.365165165,0.100948022,0.062764031,61.39758065,61.6733871,95.72721422,100.8434129,-5.116198663
0.714529915,0.30248307,0.325225225,0.69,0.56182473,1.004131062,0.966559676,0.48,0.442558747,0.188783883,0.312,0.236266667,0.087413781,0.080417755,66.93560606,66.55909091,100.4131062,96.65596758,3.757138635
0.690857681,0.314866113,0.292976939,0.7,0.462932455,0.956575776,0.999426088,0.470438328,0.464097497,0.211145938,0.36051648,0.367991845,0.076248258,0.040513834,62.05042373,62.01864407,95.65757756,99.94260884,-4.28503128
0.634730539,0.318014706,0.325912734,0.72,0.524633822,0.966549061,0.937053106,0.467615857,0.453644315,0.193503801,0.279731993,0.303740927,0.088227452,0.075218659,66.51532258,66.54354839,96.6549061,93.70531061,2.949595483
0.723333333,0.318965517,0.304241436,0.68,0.501141553,1.016288041,1.028337214,0.482801595,0.509615385,0.177882555,0.299102692,0.289132602,0.136482151,0.044871795,66.65714286,66.57071429,101.6288041,102.8337214,-1.204917277
0.703136397,0.329992842,0.315103071,0.64,0.480373832,0.988647089,0.992303861,0.486999204,0.512778236,0.216926449,0.363756965,0.370655346,0.135392064,0.05001374,69.97350746,69.67052239,98.86470893,99.23038609,-0.365677167
0.688086643,0.346218487,0.336415676,0.72,0.488050314,1.033218721,0.970370538,0.500278552,0.450675503,0.208007729,0.385793872,0.331476323,0.06722651,0.074432832,63.75181159,64.02753623,103.3218721,97.0370538,6.284818266
0.731781377,0.332278481,0.289334741,0.69,0.493713328,0.946562353,1.032329757,0.458107191,0.50445474,0.206784065,0.335142469,0.321573948,0.106677779,0.049536707,64.59464286,64.27901786,94.65623531,103.2329757,-8.576740344
0.611394558,0.292485549,0.348345588,0.68,0.489346069,0.875645949,0.866870872,0.454059829,0.432270287,0.270705921,0.358974359,0.264041514,0.140229112,0.083991159,63.91818182,64.18068182,87.56459489,86.68708724,0.877507653
0.759305211,0.363938789,0.25056638,0.73,0.534653465,1.031791796,0.971963441,0.513870003,0.487865998,0.187598508,0.328800653,0.408757139,0.096358445,0.045106832,64.1165493,63.87535211,103.1791796,97.19634411,5.982835529
